Comment,Aspect,Date
"Just imagine that, everyone getting out at the same time by accident, just for reasons unrelated to any crisis, lets say everyone wanted to reorganize their portfolios ect, it would be a total collapse, chaos. And isn’t realistic but oh well, would be crazy.",,2021-11-12T07:14:37Z
"But, one issue is that liquidity depends on the circumstances. Lets say a bank holds real estate for example as an asset, or debt linked to those assets and the floor falls out, then there really isn’t any liquidity is there? Almost all liquid assets only really function as such when they are not volatile, if everyone tries to sell their stonks the same day we all pretty much die.",,2021-11-12T07:11:20Z
Great explanation !,,2021-11-10T19:27:54Z
"With a printer,and loads of bad intent.",,2021-10-29T02:25:42Z
But does not this money creation leads us to inflation? does not it affect ?,,2021-10-28T17:58:56Z
What about Fiat Money?,,2021-10-28T14:41:16Z
Its called Modern Money Mechanics. Read the Creature from Jekyll Island.,,2021-10-28T12:53:53Z
"Enjoy being able to get into the comment section, the moment a channel hits enough subscribers there are too many comments to respond to and many creators will then periodically create ""reply videos"" meaning less DIRECT engagement.",,2021-10-27T08:05:33Z
"I love you, man. Thank you soooo much for this video (and other videos on banking and central banking). 
It breaks my heart seing all of those videos on Youtube with millions of views, just propagating the myth of the money multiplier and then the people in the comments thinking they learned how the world works, while they did the EXACT OPPOSITE of that.
Sadly, this myth is still dominating economic textbooks, universities and class rooms.
This video deserves a lot more views. God bless you.",,2021-10-16T23:11:46Z
Thanks bro,,2021-10-12T18:06:10Z
Do you have the solution of this set??,,2025-05-10T12:51:33Z
Thanks for infomation,,2025-04-02T15:36:24Z
Thank you for information ,,2024-12-15T12:55:12Z
Thank you sir,,2025-01-08T06:21:01Z
I Lov Your Setup  My Brother Well Done,,2023-05-16T18:50:00Z
Thanks a lot sir,,2022-12-22T04:59:25Z
I am doing CMA . Watching your videos regularly ,,2022-12-21T13:45:14Z
Thank you sir ,,2022-12-21T13:22:00Z
Great sir ,,2022-12-19T12:48:12Z
