Comment,Date
Hnb  කාඩ් එකකින්  වෙනත් බැංකු Atm එකකින් සල්ලි ගන්න විදිහ කියලා දෙන්නකෝ,2024-03-28T06:10:43Z
"Thanks so much 
 hnb digital banking app ek use krn vidye video ekk dnnko",2024-03-20T17:38:31Z
අයියෙ  වෙන බැන්කු වලින් පුළුවන්ද     වෙන ගිනුමකට සල්ලි දාන්න,2024-03-06T17:04:11Z
Thank you for guiding us on how to withdraw from the ATM ,2024-02-02T14:00:16Z
කියලා දෙන විදිය හරියටම හරි බ්‍රෝ,2024-01-11T08:25:56Z
Ane sampath bank eke atm rken salli ganna video ekk one,2024-01-11T01:32:03Z
Debit card එකෙන් ඉන්ධනහලකට සහ සාප්පුවකට ගිහිං ගෙවීම් කරන විදිහ සම්බන්ධව video එකක් කරන්ඩකො මිත්‍රයා. ග්‍රාමිය ජනතාවට තාම මේ දේවල් ගැන අවබෝධය අඩුයි.,2024-01-06T11:16:19Z
Boc atm card ekk dl slli gn berid,2023-12-29T11:49:24Z
ග්‍රාමීය බැංකුව සල්ලි ගන්න විදිය,2023-11-24T06:55:45Z
Aiye NSB ATM card eke salli ganna widiha kiyala dennko,2023-11-23T06:32:35Z
Card eke pin number eka wenas karanna puluwan da,2023-11-22T18:39:47Z
Ayya credi card ekk online shopinng krna vidht hadaganna hti kiynna ko kohomd kiyala ikmnt,2023-11-21T09:46:49Z
ATM කාඩ් එක සල්ලි කැපෙන වද,2023-11-16T03:27:46Z
බැංකුවේ පොත ATM කාඩ් එක ආරබ කරන්නේ කොහොමද,2023-11-16T03:26:23Z
අයියේ බැංකු පොත ATM කාඩ් එකකට හරවන්නේ කොහොමද හරවන කොට පුරවන්න  තියෙන ෆෝම් මොනවද ඒගැන වීඩීයෝ එකක් ඕනේ ,2023-11-09T03:51:10Z
 thanks ,2023-11-06T05:57:14Z
"Math lagadi gaththa hnb card ekak, anik banks walata wada lesi",2023-11-05T20:38:11Z
Thank you so much brother ,2023-11-05T19:21:04Z
Thank you aiye,2024-04-28T06:13:32Z
Thank q ,2024-04-25T05:37:49Z
Rata inna kenekta sim eka genath nat nam code eka hadaganne kohomada,2024-04-17T17:49:12Z
Meke salli transfer karana limit ekak thiyenawada ?? Laksha 2kata wada transfer karanna bari da?,2024-02-28T02:21:35Z
very helpful,2024-02-26T05:32:29Z
Mata next kkyana option hide vela pennanava bang,2024-02-16T11:23:02Z
Hnb හොදයි ලබ්බට කෝටු ගහන්න සල්ලි දාගන්න බලන්න යූටුබ් චැනල් එකටම යන්න උනානේ එදකින්,2023-12-26T06:45:35Z
Wena phone ekakata ena normal msg thawa phone ekakata ganna widiha kiyannako plz,2023-12-07T06:34:06Z
Wena phone ekakata ena normal msg thawa phone ekakata ganna widiha kiyannako plz,2023-12-07T06:34:01Z
Wena phone ekakata ena normal msg thawa phone ekakata ganna widiha kiyannako plz,2023-12-07T06:32:43Z
Wena phone ekakata ena normal msg thawa phone ekakata ganna widiha kiyannako plz,2023-12-07T06:32:38Z
Wena phone ekakata ena normal msg thawa phone ekakata ganna widiha kiyannako plz,2023-12-07T06:32:33Z
"Rosa pata unnane like button eka 

Thank you bokka loku udawwak patta watinawa ",2023-10-26T03:01:55Z
Restoran sultan jari sentuh phone,2023-10-13T01:50:23Z
,2023-09-19T00:37:33Z
Bro bank eka select karaddi branch name eke denna widihak pennanne nadda boc dala kadawata kiyala wage denna.,2023-08-10T11:19:27Z
Mn dawas dekekete kalin hnb debit card ekak hada gatta eken online payment keraddi transaction failed kiyela watenewane,2023-06-25T10:41:12Z
Transfer ekak karanna account eka hadala e welema berida,2023-06-23T03:15:14Z
Mokadda ane oita wada sadda ahenna katha karanna barida mona reddakwath ahenne na    4n eka කනට lan karala ahanna one   ethkota vedio eka penne na 🤦,2023-03-07T14:53:42Z
HNB Credit card ekakin unath me app ekta register wenna puluwanda,2022-07-28T07:04:52Z
Thanks ,2022-07-15T18:59:35Z
Fund transfer interbase එකට යන්න බැ නේ මොකද්ද notice එකක් එනවා ඒකට මොකුත් කරන්න බැරිද?,2022-07-09T05:05:14Z
Thank you ,2022-07-08T12:49:34Z
Mata hnb bank eken e-statment ekak avilla   mage  mail ekata mokakda e ekata mokada karanna one.,2022-06-02T05:40:33Z
Maximum keeyak transfer karanna puluwanda,2022-05-18T14:21:51Z
Mn kalin use karapu 4n eka maru krddi ekn mn digital banking app ek uninstall kra dn me 4n ek hdnna amruyne mkda krnne ekta???,2022-03-26T16:55:40Z
අනේ මන්ද බන් පොඩ්ඩක් හිමීට පැහැදිලිව කියහන්කො සල්ලි ට්‍රාන්ස්වර් කරද්දී අර ෆිල් කරන්නෙ කොහොමද කියලා.,2022-02-17T18:03:40Z
"Hello, is it possible to transfer money to any Indian Bank Account using the HNB mobile application?",2022-02-09T14:08:56Z
Elama,2021-12-17T13:30:46Z
Patta Bokka,2021-12-17T10:36:57Z
Good Job,2021-12-17T03:40:05Z
Elama,2021-12-16T20:00:40Z
Super,2021-12-16T19:18:25Z
Excellent,2021-12-16T18:02:48Z
Elama,2021-12-16T17:24:36Z
ado thnx hode 🥰,2021-12-04T06:20:48Z
අපි වෙන account  එකකට සල්ලි ට්‍රාන්සර් කලාම අපිට මුකුත් massage එකක්  එන්නෙ නැද්ද ? ඒ යවපු කෙනාට යවන්න ?,2021-11-08T09:39:46Z
HNB එකේ debit card එක ඇක්ටිවේට් කරගන්න විදිහ කියලා දෙන්නකො කවුරු හරි.මට ATM  use කරන්න ඕනෙ නෑ  online payment විතරයි.ඒත් ඇක්ටිව් කරන්න ATM එකකට දාන්න ඕනෙ නේද?,2021-10-25T12:27:11Z
Nice sharing,2021-10-23T09:52:00Z
