Comment,Date,language
"Boc , Sampath Bank දෙකේම මේ job එකට apply කරොත් ප්‍රශ්නයක් නැ නේද",2025-05-11T06:56:41Z,si
Thama apply karanna puluwan da,2025-05-11T05:28:13Z,si
Ol ගණන්  C engish S  al inglish S   al rank eka 194  මට apply කරන්න පුළුවන් ද,2025-05-10T13:39:09Z,si
Mekata apply karata passe job interview  thiynva neda aye,2025-05-07T10:44:20Z,si
Dewani share O/laps berida apply karanna,2025-05-07T09:27:26Z,si
Meke closing date ekak thiyenawada,2025-05-06T13:31:16Z,si
පුහුනුවෙන් පස්සෙ ස්ථිර පත්විම් දෙනවද,2025-05-06T11:39:18Z,si
23 වයස බැරිද,2025-05-06T09:25:13Z,si
ayadum karanne kohomada,2025-05-06T02:35:31Z,other
Second shy karapu ayata puluwan ne,2025-05-06T01:08:45Z,si
Superb ..keep it up,2025-04-22T17:14:28Z,en
Meaka thawa tikak sinhalan wisathara karala kiyanna tika kalayak yanakam digatama karanna jayan jaya,2025-04-03T08:51:52Z,si
Thanks bro,2025-03-26T01:09:41Z,en
Appreciated  ,2025-03-24T14:45:14Z,other
"Bro, Appreciate your effort and this really a need.
But tbh you'll get a bigger audience if you could explain more about these ratios and give a simple explanation on each and what does it indicate, instead of just reading the report highlights.
Good luck!",2025-03-22T02:33:47Z,en
Pls do analyse annual reports as well,2025-03-22T01:51:20Z,en
,2025-03-14T09:28:53Z,
good vidio,2025-03-03T05:48:11Z,other
Good explanation. Continue other company also,2025-02-23T12:58:25Z,en
