Comment,Date
මගේ එකව්න්ට් එක නැතිවෙලා මට පුලුවන්ද ඒ එකව්න්ට් එක ආපහු හදාගන්න,2022-05-07T08:18:12Z
Meken online payment krnna berida?,2022-05-05T08:44:39Z
"If you pay for a course fee at a university in another country through the Commercial Bank, if the visa is refused , do not accept the refund at the same Commercial bank , as the new dollar rate will not be paid. Gives you the rate on the day you paid the fee.",2022-04-29T05:57:19Z
Online banking කොහොමද කරන්නේ?,2022-04-22T15:45:14Z
Account number eka balaganne kohomada,2022-04-18T16:28:18Z
Ei acses code eka enne nette,2022-04-12T08:42:12Z
Thnks aiye godak watina video ekak,2022-04-05T03:25:13Z
Mata denaganna one me app eken mage phone eken Ara wena phone ekakin log wela ganudenu karanna puluwan da,2022-04-03T12:43:13Z
Mage parana ekaut akakuth thiyanwa,2022-03-26T23:43:08Z
Thank you bro ,2022-03-11T11:28:58Z
Something went wrong kiyala enawane,2022-03-03T15:51:18Z
කමර්ෂල් බෑන්ක් එකව්න්ට් දෙකක ඩීටේල්ස් බලන්නේ කොහොමද.(මගේම එකව්න්ට් දෙකක්.),2022-03-03T01:18:21Z
Thankyou!,2022-02-25T12:04:48Z
Mekata salli kapenawada,2022-02-11T03:33:56Z
අනේ මොබයිල් නම්බර් එක වැරදී කියනවනේ 🥺,2022-02-10T05:41:10Z
Meken apita salli tanser karanna barida,2021-12-29T08:31:51Z
Access code awe nenw,2021-12-28T14:17:21Z
Machn uba ගනුදෙනු kiyana wachane theruma danawada,2021-12-22T12:43:21Z
මිට අවූරුදු 20 ට කලින් open කරපු account එක... දැන් ඒ phone number එක නැහැ.. කොහොමද අලුත් number එකට යන්නේ,2021-12-21T08:30:00Z
Italia inna kenek kohomada hadanne,2021-12-08T17:31:12Z
Money transfer krn puluwnda me app eken?,2021-12-05T09:58:14Z
Account no illnw,2021-11-27T07:02:15Z
Mage app eka notification pennana na ne,2021-11-18T04:21:35Z
Mekata maasikava gaadthuwak aya karanawadha??,2021-11-16T09:41:08Z
nice,2021-11-15T17:32:46Z
App eka da gaththama kiyak kapenwada,2021-10-25T12:36:52Z
Thank U,2021-10-17T04:18:08Z
Brother Bank statement එකක් online ගන්න පුලුවන්ද?,2021-10-09T14:49:51Z
Thank you Very much For you  Although  taught Step by step Usefully me,2021-10-01T16:12:40Z
Meken musal transfer krnne komda,2021-09-26T09:28:11Z
Thank you..good video,2021-09-26T09:24:52Z
Mta kiynna pulwnda dn bank ekata giyoth ape i'd eke thiyna address nathuwa api wena branch application form fill krnwnm monda krnna one ? Api bankuwta dena details monwda,2021-09-25T16:19:37Z
Overseas inna kenekta kohomada meka accept karaganne.. lanakwe no ekakmada danna ona code eka gennaganna. Wena widiyak nedda kiyanna puluwan da? Thx,2021-09-19T19:12:53Z
Cod ekak denne na ne,2021-09-17T17:26:59Z
Ginuma hada ganna deepu number eka natnam mokada karanne?,2021-09-17T06:37:38Z
Ayye meken wen bank wlt money transfer krnn brd,2021-09-16T08:15:36Z
Ayya acount nbmr okkoma gahanna ba ayye,2021-09-16T07:07:29Z
Card eka nathan app eka pawichchi kranna pluwanda,2021-09-15T17:43:10Z
Ayiye online new bank account ekak hadanna vidhiha kiyala denna puluvandha.bank ekt nogihin . ,2021-09-13T14:49:58Z
Thank you aiya,2021-09-08T18:37:58Z
Hari giye nane,2021-09-08T10:39:11Z
Account number eka danagann widiyk kiynnko,2021-09-06T09:27:59Z
Access code error kiyala enava,2021-09-06T07:31:59Z
Register wenna bene,2021-09-06T07:22:08Z
Account name eka apita balaganna krmyk ndda,2021-09-01T12:12:14Z
Aiyye parana number ekata adala tiyenne aluthen adanavanam khomada adaganne e SIM eka api kadava Dan aluth number ekata adaganne khomada,2021-08-28T07:49:41Z
මේකට මාසිකව හෝ වාර්ෂිකව මුදල් කැපෙනවාද?,2021-08-26T04:01:07Z
oken acount balance balanna witharada puluwan,2021-08-21T02:13:37Z
Accounts දෙකක් ඕකට ඇඩ් කරන්න බැරිද?,2021-08-18T15:52:18Z
වෙන බැංකු වලට සල්ලි යවන්න බැරිද,2021-08-08T10:24:06Z
thanks aiya.,2021-07-21T16:55:15Z
Cod ak enn nh no akt msg akak,2021-07-19T13:01:12Z
4n num eka unvalied kihka wetenwane,2021-07-16T13:38:50Z
Account eka hadanakota dunna 4n number eka den use krnne neththam mkd krnne..,2021-07-12T08:22:11Z
thank you,2021-07-06T18:55:04Z
Online bank  statement ekk ganne komada🤔,2021-07-04T05:08:57Z
මෙකෙන් සල්ලි ටාස්වර් කරන්න පුලුවන්ද ?,2021-06-14T12:55:28Z
,2021-06-13T13:22:44Z
Ane enne nane,2021-06-11T19:37:54Z
Bank statement ekak uath gnna puluwanda,2021-06-11T06:58:34Z
4n namber  eka amathakainam barida,2021-06-10T07:25:50Z
Account number eka danna bane,2021-06-09T16:28:01Z
Mahajana bankuwe app aka ganath video akak karannako...,2021-06-07T15:18:32Z
Commercial bank ekata add karapu sim eka ne den.ekata mokada karanne?.,2021-06-06T19:21:41Z
Puluwnnm kiynn,2021-06-01T08:23:21Z
Aiye meke ginum sheshaya ganipu ewa delet krnn brid,2021-06-01T08:23:12Z
Meka hadnkota account aken kiyak kapenvd,2021-05-29T04:56:35Z
Airtel number walata wada karanne nadda,2021-05-24T14:15:19Z
පරණ නම්බර් එක දැන් වෙන කෙනෙක් පාවිච්කරන්නේ. අලුත් නම්බර් එකකට කොහොමද හදන්නෙ,2021-05-21T07:51:25Z
mchan meke ar number eka nattm mokad karanne,2021-05-21T05:21:28Z
Bank balance,2021-05-21T02:19:06Z
Money tranfer කරන්න ක්‍රමයක් නැද්ද මචන් commercial eke,2021-05-14T06:10:01Z
Phone number unsuccessfully kiyanne,2021-05-07T15:01:26Z
Ela ela pare oi,2021-05-01T17:30:01Z
"මම දිපු ෆොන් නම්බර් එක නම් නැ
මම ඉන්නේ ඉතාලියේ  
කොහොමද මෙක ඇක්ට්ව් කර ගන්නේ?
ස්තුතියි",2021-04-29T08:33:36Z
,2021-04-25T18:33:16Z
Mage banku pothe name eka akurak varadi eeka hadaaganna puluwanda. Mata vayasa 18 ta adui,2021-04-12T03:31:05Z
Aiye access code ek enne nane 4n ekt,2021-04-10T13:13:30Z
Atthada bankuvala enne maha meharakne,2021-03-29T15:26:41Z
Digitla combank appa akan kohomda mony transer karanne,2021-03-22T06:02:00Z
මේකට තව එකවුන්ට් එකක් ඇඩ් කරන්න බෑද?,2021-03-22T01:39:04Z
Meken mudal ganudenu krnna puluwnda?,2021-03-08T17:00:15Z
Me app eken money transfer krnn puluwnd,2021-03-08T01:58:15Z
Online banking eken mistakenly  thawa account  ekata salli giyoth ekata email ekak karanna kiyanawa website eken eka kohomatha karanne please rply me urgent,2021-03-02T10:16:10Z
thanx,2021-02-23T05:15:39Z
Nic/passport කියන්නේ මොකක්ද,2021-02-17T07:54:48Z
Com bank digital 1ki Commercial bank 1k CBC app ki wenasa mokadda,2021-02-16T06:55:24Z
ඕකට තව එකවුන්ට් එකක් ඇඩ් කරන්නේ කොහොමද?,2021-02-16T05:30:43Z
Mekan COMMERCIAL vank eka salli sampath bank ekata ywanna puluwanda,2021-02-15T08:05:41Z
Api blnce ehma check krddi salli weya vimak wenwda,2021-02-14T12:56:20Z
Apps kiyak thiyena wada,2021-02-13T19:12:01Z
Access cord eka kohomada ganne,2021-02-03T17:59:39Z
"Ayye epaasbook eke idan 

Wenath bank ekata salli ya
Wanne
Kohoma
Da?",2021-02-03T11:19:57Z
Teliphone no eka unvalid kiyalane enne mona no dunnth ehmai enne.,2021-01-22T12:55:11Z
Thnk u so much 🤗,2020-12-29T15:29:30Z
"Phone nu. Eka wenasnan kohomada karanne,acc. Eka open krddi dipu nu. Eka wenasnan,",2020-12-28T14:02:45Z
Niyamai thanks for your help,2020-12-19T10:28:29Z
Fees kapenawada..?,2020-12-19T09:51:28Z
,2020-12-19T08:38:26Z
අපේ උබලගෙ බැංකුව ගැන අපේ  විශ්වාසය නැති වුනා,2025-03-08T15:10:10Z
මාත් දැම්මා ලක්ෂ 2ක් ඒකට පාස් පොතක් හම්බ උනේනෑ අපි සල්ලි දාපු ස්ලිප් එක විතරය් එහෙන් සහතිකයක් දුන්නා හැබැය් ගාන දාලා නෑනෙ දන්න කෙනෙක් කියන්නකෝ,2024-08-21T09:34:53Z
6.75%,2024-08-03T18:14:04Z
කොයි තරම් කලයක් තියන්න ඔනේද,2024-06-19T08:55:06Z
රුපියල් ලක්ෂයක මුදලමාසය අවසානයේදී ආපසු ගත හැකිද,2024-06-01T04:31:26Z
100000/=k demmama..10% පොලිය  මාසිකව  ලැබෙනවා,2024-05-24T16:54:01Z
මම  මෙම  ගිණුමක්   විවෘත  කලා  .ATM   කාඩ්   එකක්   දුන්නෙ  නෑ  . ATM  සල්ලි  දාන්න  පුළුවන්  . ගන්නත්  පුළුවන්  ද  . පහදා දෙන්න.,2024-04-26T01:30:25Z
වන්චාකාර බැන්කු...මම සල්ලි ඔක්කොම ගත්තා...සල්ලි  ආගිය අතක් නැතිවෙනවා...හෙනවදින බැන්කු,2024-04-17T12:26:17Z
Cash Dammama phone ekta msg ena vidiyta Krnna vidiyk ndda . Bancuwtma ynna oned,2024-04-04T14:50:32Z
Ethakota apita apahu dapu salli okkoma withdraw karaganna puluvan kamak thiyenavada,2024-02-07T12:44:16Z
Account eka open karanna kiyak danna onada,2024-01-24T19:02:05Z
ඒ කියන්නේ මාසපතා පොළී මුදලක් එකතු වෙනවද account එකට,2024-01-24T08:49:29Z
Oya kiyapu vidiyata money market ginumak open karanna oni kiwama current accout ekak thamayi open kale comercial  bank eken. Details mukuth ma apita denne nehe ganudenu wala. Nikan kolayak thamayi denne.. kisi wagakimaj ne neda me mudal walata,2024-01-12T13:47:08Z
Combank digit app eka current account wela money market account kiyala theenna me ganada ??,2023-12-21T11:26:44Z
Deposit eke mudala wedi unaama government taxes gewanna wenawada?kopamana kaalayak Deposit eka pawathwaagena yanna puluwanda?,2023-11-27T16:22:07Z
Promo`SM ,2023-10-10T02:49:05Z
Giya avurudde hatiyata hodatama adui 25% thibba .meeta wada kochchara hodaida NDB wealth plans .10% poliya tibbata poliyatath tax wadinava .NDB welath eke 18 %  gewanava .tama uddamanaya ehrmama tiyeddi banku poli pahalatama dammama minissu pau .,2023-10-02T16:45:25Z
කොමැෂල් බැංකුවෙන්න රට ඉන්න අපිට ලොන ගන්න බැරිද මම සල්ලි එවන්නෙ කොමැෂල් බැංකුවට තම,2023-09-04T13:54:31Z
Sampath  එකේ නැද්ද ඕක,2023-09-04T07:59:18Z
"GiganticWebsites.com is a project through which I make it possible for people to build truly gigantic websites (thousands of articles each!) at ridiculously low prices. If you have a great domain you want to turn into an amazing website or an existing site you'd like to upgrade/scale, visit our website or check out the One Minute Economics presentation video below:

https://www.youtube.com/watch?v=gE8yEOQFMvo

Please note that this comment is not an ad for a third-party service provider. GiganticWebsites.com is my baby 100% and I will personally be involved in each and every project so as to ensure the website turns out great :)",2023-07-29T10:06:58Z
Why not cut out the commerical bank,2025-01-30T06:22:32Z
YOU CUT DOWN THE CREATORS TREES TO MAKE YOUR FAKE MONEY THEN HAVE THE AUDACITY TO THINK THAT YOU RULE THE WORLD  DELUSIONAL IS WHAT YOU ARE ..ASE HEKA AMEN RA AHO MOORE NATION GRAND RISING KARMA REST IN PEACE 🪦,2025-01-25T18:02:28Z
"Printing more cash is not that really - it's called Quantitative Easing and part of a process of increasing the money supply in the economy
You're over simplifying this and thus misleading viewers",2024-11-27T05:39:30Z
"Wrong. The central bank (the federal reserve) does not print money or mint coins, BEP prints money and the mint makes specie…",2024-07-24T12:04:03Z
BUT WE HAD KNOWLEDGE TO LET YOU DOWN,2024-03-18T01:08:48Z
The value of money is not determined by its quantity or volume but by what it is able to purchase,2023-12-13T16:16:58Z
"it is not that MBS are illiquid securities and nobody wants to buy them. It is exactly the main idea to bring the economy to such a point and buy everything cheap, because central banks are private sectors and owned by some private people, some greedy ones.",2023-11-24T18:23:43Z
"Important update! The situation in Ukraine is BAD and action must be taken. If this channel has been useful to you at least once, please give me a minute (!) of your time by watching the following video dedicated to what I believe must be done from an economic perspective (anyone can help): https://www.youtube.com/watch?v=nuZI_qBHyaY",2022-02-26T00:11:09Z
thank you,2021-05-23T06:49:13Z
"One Minute Economics needs your help! Please give me a minute (heh) of your time by watching the following video if you find the channel useful, literally anyone can help (either financially or by spreading the word about my work): https://www.youtube.com/watch?v=io04ckq1X1M",2020-08-15T10:36:51Z
"Put the speed at 0.25x speed.

0:54",2020-07-23T06:30:30Z
,2019-12-10T12:29:40Z
"Please consider making video on investment banking as well.
I love ur work",2019-04-20T07:52:13Z
Deposit taking has nothing to do with commercial bank lending. They don't need deposits to lend.,2018-12-05T08:46:39Z
Give him a hiphop beat...,2018-10-11T04:08:37Z
"If central banks were owned by goverment, yes, thats true. But central banks are owned by ""privates"". Because of this, every boom and bust cycle, certain rich people got richer, poor gets poorer.",2018-10-03T12:24:32Z
you talk so fast i had to slow down the video to understand,2017-12-21T13:29:12Z
Deposits also create debt (from the bank to the depositor),2016-12-03T19:01:40Z
"""If the American people ever allow private banks to control the issue of their currency, first by inflation, then by deflation, the banks and corporations that will grow up around them will deprive the people of all property until their children wake up homeless on the continent their Fathers conquered.... I believe that banking institutions are more dangerous to our liberties than standing armies.... The issuing power should be taken from the banks and restored to the people, to whom it properly belongs.""


-Thomas Jefferson

Is all that ever comes to mind when someone talks about central banks.",2016-11-29T21:05:30Z
awesome work ... great videos .... keep going on and BTW about which book you are talking about??,2016-11-26T17:35:03Z
"Signed up and ready to order, really enjoy the videos and hope the book is even more informative!",2016-11-06T02:44:51Z
In One Second: scam...,2016-11-06T00:38:23Z
Thanks ,2025-05-12T05:03:07Z
Good information thank you sir ,2022-05-24T06:52:37Z
is this wadzee,2021-12-06T14:28:51Z
Thank you,2020-09-02T07:30:50Z
Best knowledge,2020-04-22T09:13:17Z
Magath ehemai,2023-10-24T04:28:09Z
Thank you...brother  ,2023-01-17T19:09:50Z
Excellent,2023-01-16T15:35:49Z
GL SL  ,2023-01-16T14:56:11Z
Ou mageth ehemai,2023-01-16T10:44:32Z
Niyamai aiya,2023-01-16T10:28:25Z
1st comment,2023-01-16T10:27:55Z
Thank you..great video ,2023-01-16T10:26:42Z
Good video brother,2023-01-16T09:47:34Z
,2023-01-16T09:46:23Z
It's very useful Thank you ,2020-07-24T14:12:57Z
thanks,2020-12-24T00:11:52Z
"It is wrong (and a very common misconception) that banks lend money. Banks do not lend deposits; instead, banks create deposits when they lend because the ""loan"" is created out of thin air and appears in the borrower's account as a deposit.
Here's a must read from bank of england on that: https://www.bankofengland.co.uk/quarterly-bulletin/2014/q1/money-creation-in-the-modern-economy",2018-10-19T19:03:43Z
Valuable Content,2025-05-01T19:18:03Z
🥲 eccara amaru nah ne,2025-03-18T02:48:44Z
Thanks,2025-01-29T18:07:16Z
"It's really useful,",2024-12-25T16:21:44Z
Ane mta ikmnin pilithurak denna commercial atm akk pin number waradila mn 4salyak gahuwa dannthiwa.dn pahuwadath gihin bluwa wadi wara ganna nak bavitha kara ath kiyana mage account akk newei.aithikraya rata inne.ane aka lock kralada,2024-12-07T17:05:28Z
Thanks,2024-01-03T08:17:29Z
Ane thnq man godak igena gaththath atm eken  salli ganna vidhiha mata vayasaka manussayek thamai kiyala dhunne . Adha mata me ken godak prayojana una thnq,2023-11-28T06:32:42Z
Thank u useful video,2023-02-09T06:18:45Z
Do you wish to continue with this transation kiyala thiyene eke no ebuwoth mokada wene,2022-11-10T08:27:21Z
"මං මීට කලින් atm එකකෞන් සල්ලි අරන් නෑ.පළවෙනි පාරට මං card eka දාල සල්ලි withdraw වෙන්න දැම්ම.ඊට පස්සෙ ටික වෙලාවකින් card eka එලියට ආව.මං card එක ගන් නැතුව  හිටියා සල්ලි එලියට එනකන් . ටීක් ටීක් ගාලා ආයෙ card එක ඇතුලට ගියා,ආයෙ carad එක ගන්න බැරි උනා.bank එකෙන් කිව්ව ඊලග දවවෙ ය්හමයි ගන්න වෙන්නෙ කියල. සල්ලි ගන්න කලින් card එක එලියට ආපු වෙලාවෙ card  එක ගත්තෙ නැති එකද අවුල .මං a ගැන මෙලෝ දෙයක් දන් නෑ.ඒකයි අහන්නෙ",2021-02-25T13:33:32Z
Cash machines works 4 us.,2020-07-17T15:00:11Z
මේක ගොඩක් වැදගත් උනා දාලා තියෙන එක.. මන් මේ විඩීයෝ එක මාර්ගයෙන් දෘශ්‍යාබාදිත කෙනෙක්ට සල්ලි අරන් දෙන්න උදව් කළා.. Thank you so much..!,2020-07-03T07:22:56Z
"super kokul
weldone",2020-02-13T17:28:42Z
""" හිතල තිබ්බෙ නෑ මල්ලී, ඌ මැරුනද? "" පොලීසියට පුලුවන්ද මේ විදිහට පාරෙ අය අහිංසකයොන්ට වෙඩිතියන්න - https://youtu.be/KFnO5DfBv_E",2024-01-19T02:37:15Z
thanks bro mamge 65 danna hitiye ammo mun,2025-05-19T10:28:48Z
"Commercial bank eka gana tikak hoyala balanna ona, mageth salli wagayak kapala poliya adu karala thibba Money market account eke.Account eka open karala awata passe SMS walata kiyala 500k kapala, mase poliya dala naha.",2025-05-15T11:34:34Z
හපොයි..හපොයි..ලොකුම කස්ටමර් බේස් එකක් තියෙන පුයිව්ට් බැංකුව කියගා තමයි කියන්නේ..එකවුන්ට් එකක් දාන්න හිටියේ..ඕනෙම නැහැ එහෙනම්,2025-04-26T12:14:27Z
Mg com bank account eken 16000 kepila tibba.. Hebei mata eka aye hadala dunna benk eken.. Eunata bayai tama,2025-04-22T17:13:19Z
"Mageth account Eken laksha 1.5ta wadi gaanak kapuna, thawama labune na , hamoma parissmen",2025-04-22T09:05:23Z
Thank you bro danuwath kalata.,2025-04-18T16:22:03Z
okay bank niladarin danuwathwa siduwe.hoda welawata mama account eaka oya bank eake open kale  naththe.,2025-04-18T16:21:32Z
",කාර්ඩ්  එකෙන් ගනු දෙනු  කරන  කොට  බිල ගෙවු විට එම බිල දෙතුන් වතාවක්  කපනවා  ඒ  ගැන සැලකිලිමත් වෙන්න   කාඩ්  එකෙන් බිල් ගෙවද්දි  එම බිල් රිසිට්  ලබා ගන්න  ෆොන්  එක බලන්න  බිල දෙවතාවක්  තුන් වතාවක්   වැදිලද  කියලා ඊළගට  ඕකුන්  කියන්නෙ මෙහෙ කැපිලා නෑ බැන්කුවට යන්න කියලා බැන්කුවෙන්  බඩු ගත්තෙ නැ  හොද හිතින්  ගෙවපන් මගෙ සල්ලි    ...හ්..හ්..කා  ගන්නෙ  ..නැතුව කියලා එතන පෙරලි  කරලා නැත්නම්  හ්..හ්.....ක්.කවෙනවා",2025-04-17T06:08:16Z
සිරා කතාව මුන් මේ විදියට තමයි කරන්නේ,2025-04-16T12:21:25Z
Mage salli 2parak 3100 3100.....6200 kapala aiye Mata a salli denne nehe kiyanava....kohomada aiye a salli ganne kramayak kiyala dennako,2025-04-16T10:38:51Z
A salli lebunada aiye,2025-04-16T10:34:39Z
අම්මෝ හොඳ වෙලාවට මේක දැක්කේ,2025-04-16T06:19:34Z
අනිවාර්යෙන් මුන්ගේ ATM  වරදින් ..වෙනත් බැංකු card හිරවුනාම..හිරවුන සල්ලි ගන්න මාස ගනන් යනවා..ජරාම සර්විස් එකක් තියෙන්නේ,2025-04-16T02:55:15Z
කොල්ලුපිටියේ BOC මගෙ ලක් ෂ 1 1/2 ක් හොරා කෑවා. යාළුවෙකුගේ  online payment  35000 හොරා කෑවා,2025-04-15T09:09:34Z
My also cut 1800 no reson,2025-04-15T08:25:48Z
Thanks malli....,2025-04-15T06:08:58Z
ma banku kohamath wadakk na unga wasiyata vithari wada karanna gawanakmm vithari hoda unta,2025-04-15T05:53:57Z
2023 වුනත් නොදන්න අය මේක බලලා Update වෙලා ඉන්න එක හොඳයි..,2025-04-15T03:20:09Z
සුපිරි bro,2025-04-14T21:23:20Z
ඇත්ත මට දෙපාරක්ම උනා,2025-04-14T14:05:13Z
Ammmooooo me mona Aparadayakda? Rupiyalak nathe wunath a de thange duk mahansi salline... pau deiyanedipiyaw yakoo bslu wada nokara,2025-04-14T13:36:57Z
මං ඉන්නේ රට  කොමෂල් එකේ තමා පොත තියෙන්නේ මං දෙපරක් සල්ලි දැම්මා එත් එයාලා ලකුණු කරන්නේ නෑ පොත පස්සේ ලකුණු කරලා දෙන්නම් කියනවාලු බැංකුවට ගියාම මට මෙහෙ ඉදං වෙන බැංකුවක පොතක් හදන්නත් බෑ සල්ලී දාන්න දැන් මොකක් කරන්නද හිතා ගන්න බෑ,2025-04-14T13:35:39Z
සක්කිලිම බැංහුවක් මචංලා සර්විස් එකත් අන්තිමයි. යන්න ෆෑන් එශියා එකට මාරම කස්ටමර් සර්විස් එකක් දෙන්නේ....පට්ටම හොඳයි.,2025-04-14T07:42:37Z
කොමර්ශල් බැංකු හොරු. කාඩ් වලින් තමයි හොදට ගේම ගහන්නෙ. මේක මගෙ යාලුවෙක් කියපු කතාවක්.,2025-04-14T07:01:50Z
",ලංකාවෙ තියෙන ජරාම  බැංකුව",2025-04-14T03:23:55Z
මම නම් සල්ලි  ආවද ගත්තා,2025-04-13T18:13:02Z
දැනුවත් කලාට Thank you,2025-04-13T16:38:27Z
මම අවුරුදු ගානක් ගනුදෙනු කරනවා හැබැයි මට නම් ඔහොම ප්‍රශ්නයක් වෙලා නෑ.  ඒ අතින් කොමශල් තලවතුගොඩ ශාකාව හොදයි,2025-04-13T15:16:10Z
These theft are still happening in commercial bank,2025-04-13T14:26:36Z
හපොයි මෙහෙමත් බැංකු හොරු...කොහොමද  බැංකු විශ්වාස කරන්නේ,2025-04-13T13:38:15Z
මගෙත් දෙපාරක් ඔහොම උනා.. 2025 පෙබරවාරි හා මාර්තු මාස වල.. Letter එකක් දෙන්න කිව්වා.. තාම මොකුත් reply එකක් නෑ..,2025-04-13T12:22:23Z
Aniwa banku horu,2025-04-13T08:42:32Z
මෙහෙම දැනුවත් කිිරිම නම් ඉතාම වටිනවා.මම හිතුවේ මට විතරයි කියලා .දැං බලපුවාම ගොඩක් මේ වගේ වෙලා තියෙන්නේ මුං හොර ගේමක් ගහනවා වගේ.,2025-04-13T01:34:30Z
"අනේ මේ කියන කතාව 100% ඇත්ත වෙන්න ඕනා.මොකද 2025/4 /2 මගේ a/ c එකේ තිබුන සල්ලි 120000/= ක් 2දා එකම දවසේ හතර පාරක් කපාගෙන. කමර්ෂල් බෑන්ක්, කුලියාපිටිය branch එකේ. මම දැනගත්තේ 6 වෙනිදා. bank  එකෙන් ඇහ්වම එයාලා කියනවා  google එකේ කාඩ් no save වෙලා තිබුනොත් තමයි එහෙම කැපෙන්නේකියලා.කැපිලා තියෙන්නේත් apple . Come කියලා එකකින්. ඊට පස්සේ කාඩ් එක block කරා.දැං මට හරි බයයි bank වල ගනුදෙනු කරන්න.කාඩ් පාවිච්චි කරන අය හරි පරිස්සමට.",2025-04-13T01:31:54Z
කෑ ගහන්න එපා කිවුවේ මොකාද මට කිව්වනම් කවුන්ටරයෙන් අත දාලා දෙනවා කණ රත් වෙන්න බේසිගේ පුතාට,2025-04-12T19:00:44Z
අනේ මමත් රට ඉදන් සල්ලි යවන්නේ මේකට මම හැබැඉ සල්ලි තියන්නේ නෑ,2025-04-12T17:37:42Z
Me kthwa attha me bank eken salli kapa gnnw card eken mageth ehema una 6000k eyla ahuwama kiynne online payment kthaw tamai,2025-04-12T16:39:39Z
"Commercial  එකේ සල්ලි දානවනම්...
පිනට දුන්න කියලා හිත හදාගන්න තත්වෙට හිත හදාගන්න පුලුවන්නම් දාපන්",2025-04-12T16:35:51Z
ඔය බැංකුවේ සල්ලි දාන්න එපා.ඔය ජාවරම් කාරයො අල්ලලා දෙන්න .,2025-04-12T09:30:43Z
Kiwwa eka hoday hora guhawak ehenam,2025-04-11T18:44:49Z
Hapo paan esiya bankuwath e wage horu inna thanak ape mahaththayage panshan eka enne ethenta un horata longahala Laksha thunayi haththa pan daahak aragena apita thamayi eka gewanna kiyanne okunta hena Gahanna ona bohoma sulu ganayi athata ganna labenne API mekata mokada karanna ona kiyala kiyanna kawuru hari danna kenek ane pin sidda wenawa ..,2025-04-11T16:50:27Z
Me kathawa aththa..,2025-04-11T14:36:00Z
Aeththa kathawa.nittambuwe nihal super branch  eakath ehemai.commercial  bank eaka wishwasha karanna amarui.,2025-04-11T13:59:39Z
Godak  pin,2025-04-11T13:01:24Z
Mamath oka una,2025-04-11T12:04:25Z
අපෙත් සල්ලි තියනව අයින් කරන්න ඕන,2025-04-11T09:38:50Z
මොන සිටිඑකෙද කියන්න පුලුවන්ද මහත්මය.,2025-04-11T05:25:07Z
NDB bank eketh ehema una mama kagahala gatte,2025-04-10T18:15:56Z
Commercial bank is fail almost bank is fail,2025-04-10T15:03:37Z
"Mlli,anrage,gemakne,pawe,oka,c,i,dita,tipsn,natuwa,kata,hollanne,netuwa",2025-04-09T16:47:27Z
අය්යේ මගේ account එකේ 3500 අඩුවෙල තිබ්බා ඊට පස්සේ ඔයාට කිව්වා වගේ  මටත් කිව්වා online එකෙන් අරං කිව්වා.ඊට පස්සේ letter එකක් දෙන්න කිව්වා දුන්නා එකට කතාවක් නේ.කිසිම වැඩක් නැති bank එකක්. හැමෝම commercial bank එකේ account තියනවානම් පරිස්සමෙන්.,2025-04-09T15:11:18Z
Ane wisadumak tiyeda api duk widala hoyapu salli,2025-04-09T08:43:46Z
එකවුන්ට් එකක් හදන්න හිටියෙ ලක්ශ 20 දාන්න  එපා උනා  අම්මෝ  ගොඩක් ස්තුති,2025-04-09T08:11:44Z
"Mageth salli kapuwa 20000k
Kagahala kagahala maat gatte",2025-04-09T06:05:07Z
කොමර්ෂල්  බැංකුවෙන් ගිණුම් අයින් කර ගමු   අපේ ඒවටත් මොන වෙලා දන්නෑ බැලන්ස් එක වැඩිය බලන්නේ නෑනේ,2025-04-09T01:14:45Z
කොමර්ෂල් බැංකුවෙන් ගිණුම අයින් කරගන්න එක  නුවණට හුරුයි,2025-04-09T01:12:45Z
Mageth ohoma una,2025-04-08T17:25:40Z
Katawa atta,2025-04-08T09:00:56Z
Homagama branch eka,2025-04-08T03:11:04Z
Aya apata salli Damme na aiye,2025-04-08T03:10:38Z
Apeth 20000 kapila thiyenne. Bankuwen kiuwe gemghala kiuwa oun Oya boru kiyanne,2025-04-08T03:10:03Z
මුං පවුල යවලා බැලන්ස් එක චෙක් කරන්න කිව්වොත් බැලන්ස් එකවත් කියන්නේ නෑ මුන් බැංකුවේ,2025-04-08T02:40:43Z
"අම්බෝ ලොකු දෙයක් ඕක අපිට දැනුම් දුන්නට, අපි ඩුබායිවල ඉන්නේ, මැකේෂන් ගිය ගමන් කරන එකවුන්ට් එක ින් අයින් කරනවා",2025-04-08T02:39:18Z
DFCC එකෙං loan  ගන්නවනං ඔයිට වඩා පරෙස්සං වෙන්ඩ ඕනෙ . මාරම ගේමක් දෙනව . Agreement  පවා සූක්ශමව වෙනස් කරනව .,2025-04-08T02:08:39Z
Thank u putha,2025-04-07T19:13:08Z
Meka nm aththama aththa..maget podi podi ganan kepenwa monata kepenwada kiyla nm mn danne na,2025-04-07T17:15:39Z
Banks welata ena monawath dane nathi minisunge salli damama mun monawa karanawa athi da,2025-04-07T15:45:51Z
Dan salli bak karala hodin account chaq karana,2025-04-07T15:44:10Z
Meka kiwa eka hodayi me wage banks walata salli dana wanawa nam hoden account cheq karana banck weswaa ne,2025-04-07T15:42:53Z
"Oya keyan katawa hare. 
Marathi ahem una.
Bank ake Sallie teyanna behe.
Kepenwa.
Oya paw.",2025-04-07T13:27:55Z
matath meka una ......,2025-04-07T05:51:24Z
From which branch,2025-04-06T23:39:45Z
Mageth commercial bank man salli tika denma transfer karanawa,2025-04-06T17:12:41Z
