Comment,Date,language
"Hi bro anthe transfer pannum pothu MY reference, receiver reference Endu irukkean athukku enna ender pandrendu oru vedio podungge bro",2024-10-17T07:54:37Z,ta
Bro ippa visa card  illadi onu panna mudiyatha naa velinadulla  irukka athunalla visa card  illa plz solluga efpdi onu panurathu,2024-08-28T11:05:29Z,ta
Bro e book history delete pannalama?,2024-05-09T07:24:44Z,ta
Nan deposit panniddan .athai eppidi stop pannuvathu?,2024-05-08T15:34:02Z,ta
"Anna password, username maranthal enna seyjalam",2024-05-04T16:20:18Z,ta
Alert number change please tell me bro,2024-02-24T10:22:51Z,en
Please share a video Corporate Net banking for how to login for new user,2023-11-18T03:40:22Z,en
,2023-11-18T03:38:26Z,
Peoples pay opn anna,2023-08-08T12:32:38Z,ta
bro kiratti kat peman ental enna,2023-06-22T19:39:42Z,ta
Anna card Illama epdi apps use pannura,2023-05-03T13:27:50Z,ta
Enakku kurunagala HNB  bank no vendum,2023-03-15T13:45:25Z,ta
,2023-02-26T13:33:24Z,
Bro transfer pannurathula amound ku kila 2 keduruku athu ennathu bro,2023-02-09T14:41:38Z,ta
Yes it is useful. But also say how  to get a  pdf receipt  after making a fund Transfer,2023-01-16T14:02:38Z,en
Thanks bro,2023-01-02T14:21:28Z,en
Bro Debit Card Online payments activela இருக்குது எண்டத எப்படி App மூலமா தெரிஞ்சு கொள்ளலாம்????,2022-12-14T08:23:41Z,ta
மிகவும் பயனுள்ள பதிவு நன்றி தம்பி. வீட்டில் இருக்கும் எங்களை போன்ற பெண்களுக்கு இந்த பதிவு ஒரு மிகவும் பயனுள்ளதாக உள்ளது.,2022-11-26T07:58:34Z,ta
But application ipo work pannalla bro enna issues?,2022-11-18T15:43:15Z,ta
Debit card illama eppady bro active panra??,2022-10-19T08:56:50Z,ta
Too looooooong,2022-09-02T21:47:26Z,other
Indha(HNB) app la srilanka la irundhu india ku money pay panna mudiyuma?,2022-06-01T07:09:14Z,ta
Super sharing,2022-05-25T06:50:41Z,en
Bro already use pannirunthan aana ippo marupadiyum install Panna user name wrong nu solluthu,2022-05-13T04:40:37Z,ta
Hnb very good mobile app,2022-04-25T07:20:34Z,en
Bro qr code scans panna elluma,2022-04-09T03:54:34Z,ta
Hnb digital banking or comb bank ithila ethu best?,2022-03-30T03:29:43Z,ta
பொபல்க்கு வரவேன்டியா பணாத்தை இதில் பொரமுடியிம்மா நண்ப,2022-02-21T07:08:09Z,ta
ஒண்லையின்னில்  ஏன்பண்ணும் பணாத்தை பொட்ரு கொல்ல முடியிமா  நண்ப தழிழலிழ் பதில்,2022-02-20T11:41:13Z,ta
Itha use panni forign adress ku pay pannalaama bro,2022-02-14T07:53:20Z,ta
Bro debit card pin  no yenga irikida,2021-12-10T10:24:48Z,ta
Super definition thanks,2021-12-04T14:23:23Z,en
Online moolam hnb bank account create pannalama,2021-11-29T09:17:27Z,ta
"thanks  bro , how to delete transactions  histroy?",2021-11-11T14:49:01Z,en
How Can I change my registered mobile number to a new number ?should I visit the bank or can I do it online?,2021-11-09T16:02:37Z,en
bro debit card pin enga iruku..im a new user..so edhunu puriyamatengudhu..urgentt pls rply bro,2021-10-29T07:56:10Z,ta
Clear & Detail information.,2021-10-25T12:11:04Z,en
Useful video,2021-10-13T04:35:25Z,en
Bro after o/l hnb bank la loan apply pannalama?,2021-10-05T09:50:49Z,ta
Sinhala,2021-09-30T16:31:36Z,other
CoinDCX use panni crypto currency moolama money withdraw pannalum ifsc coad illama,2021-09-17T12:20:32Z,ta
Super bro,2021-09-05T04:19:05Z,other
Card ille bro en uncle eranthutaru card ille but avaru card edukala so acount online banking edukalama,2021-09-01T01:15:59Z,ta
Card illena active panne mudiyatha bro,2021-09-01T01:14:45Z,en
Bro money transfer pannurathu purila adhula yaruku pay pannuravangata account details ah kodukanum,2021-08-29T14:33:19Z,ta
Phoneku Reload pannalaama bro na intha app use panre bro very useful ,2021-08-28T08:50:23Z,ta
Super ,2021-08-14T17:55:10Z,en
Bro reload podattda pending endu varuthu athu kku enna panra thu bro konjam sollunga,2021-08-03T17:55:14Z,ta
Please tell how to transfer fund from HNB savings account to HNB credit card through Digital Banking App .,2021-07-31T12:04:44Z,en
"Anna enaku oru help
Srilanka la irinthu indaiku money anupalama online moolama? 
Because srilankan government stop transaction",2021-07-21T08:12:01Z,ta
Bro transactions delete Panalama bro?,2021-07-13T12:05:44Z,other
How to change my phone number,2021-07-09T14:44:20Z,en
Bro eppadi online la Bill pay panniradhunu video poduggala edhula,2021-07-06T15:26:54Z,ta
Bro edhukku tex/= eeukku rane?endha register panna,2021-07-06T15:13:51Z,ta
bro how to use from laptop with same user and password coz i yey its not working please can you advise,2021-07-02T21:34:05Z,en
bro showing debit frozen?,2021-06-27T17:55:58Z,en
Nice ithu ungda A/C 018020133511,2021-06-25T12:50:23Z,other
Credit card kasu poda mudiyatha bro hnb card kku,2021-06-16T03:29:24Z,ta
Bro reference என்றால் என்ன,2021-06-14T06:55:31Z,ta
brother HNB Digital Banking la irundhu Commerial or Boc Bank Account ku Cash Tranfer Panna Mudiuma,2021-06-14T06:29:36Z,ta
"Hi anna, itha use panni indian bank accountuku money send pannalama ?? Plz reply or foreign accountuku(india) money eppidi transfer pannrathunu explain pannunga....Tq",2021-06-11T15:02:54Z,ta
BOC app la neraya bugs irkuu but HNB best,2021-06-11T08:25:04Z,ta
"Good app
Very clear explanation 
Why don't you try @solo by hnb app",2021-06-06T06:40:18Z,en
"Hi bro
Nanum hnb digital banking app than use pannuran.
Entha apps a oru account madduma use panna mudiyum",2021-06-05T13:12:17Z,ta
Utility payments kku extra fees irukka bro,2021-06-04T06:48:06Z,ta
It’s good but can’t understand tamil ,2021-06-03T18:07:37Z,en
Anna AL exam onlinela private ahh eppidi apply panrathu video podunka,2021-06-01T03:09:08Z,ta
Nanum use panren bro,2021-05-31T09:59:41Z,other
Online banking use panradhukki charges eppidi bro,2021-05-31T02:16:34Z,ta
Bro intha app use panni vara bank account akkalukku money annuppalaamaa bro,2021-05-30T15:07:21Z,ta
Usefull vdo ,2021-05-29T04:00:31Z,other
Please do it for NSB bank,2021-05-29T03:55:41Z,en
OTP விளங்கவில்லை,2021-05-28T03:44:15Z,ta
com bank patthi vidieo podunka bro,2021-05-27T13:16:37Z,ta
Can pay another banks Credit card payment by hnb online,2021-05-26T17:06:04Z,en
Bank cheque ah paththi full video onnu podunga,2021-05-26T10:02:08Z,ta
Five time kedudan anna,2021-05-26T10:01:35Z,ta
Anna bank cheque ah paththi sollunga anna,2021-05-26T10:01:22Z,ta
"Very useful, and a well narrated update",2021-05-26T05:18:33Z,en
Super bro,2021-05-25T07:48:19Z,other
"Anna, people's bank ku sollungale",2021-05-24T03:48:24Z,ta
"HI Anna May 31 st ku piragu YouTube monetization enable aagichina appo US tax info submit panna 30% tax vettuvangala
Please sollunga anna plz most of small Youtuber ku ithu periya doubt ...",2021-05-23T19:05:35Z,ta
"HI Anna May 31 st ku piragu YouTube monetization enable aagichina appo US tax info submit panna 30% tax vettuvangala
Please sollunga anna plz most of small Youtuber ku ithu periya doubt ...",2021-05-23T19:05:30Z,ta
"HI Anna May 31 st ku piragu YouTube monetization enable aagichina appo US tax info submit panna 30% tax vettuvangala
Please sollunga anna plz most of small Youtuber ku ithu periya doubt ...",2021-05-23T19:05:25Z,ta
"HI Anna May 31 st ku piragu YouTube monetization enable aagichina appo US tax info submit panna 30% tax vettuvangala
Please sollunga anna plz most of small Youtuber ku ithu periya doubt ...",2021-05-23T19:04:57Z,ta
Anna boc online banking app pathiyum video podunga anna,2021-05-23T12:22:48Z,ta
Nan bavikiren semma,2021-05-23T10:57:59Z,other
Bro அப்படியே boc online bank பற்றியும் கொஞ்சம் சொன்னா suppara இருக்கும்.,2021-05-23T07:43:24Z,ta
Bro enda phone La hnb digital banking app support panala enda phone model j2 2015 model ethula entha app support pannatha,2021-05-23T06:54:33Z,ta
Vannakam thala video romba use ful,2021-05-23T05:48:37Z,ta
Bro how to send mony india ku pls sollunga epdi send panrathu indiavuku,2021-05-23T04:53:09Z,en
"Tnx Anna and super video 
Commercial bank app pathi sollunga",2021-05-23T04:38:56Z,ta
Bro airtel time based pakkege irukka,2021-05-23T04:24:04Z,ta
Bro India kku Mony sent pannalama,2021-05-23T04:00:22Z,ta
Best money transfer app paththi podunga bro,2021-05-23T03:41:59Z,ta
"Super Bro 
Thank you ",2021-05-22T20:22:39Z,en
Also boc good,2021-05-22T20:13:25Z,other
Bro Samsung F41 review podunga,2021-05-22T20:11:17Z,ta
,2021-05-22T18:12:59Z,
Bro Iq opinion support ahutha,2021-05-22T18:11:08Z,en
super,2021-05-22T17:13:18Z,en
"I don't miss your videos 🤗
I like your videos
Good information for us",2021-05-22T17:11:08Z,en
Hi,2021-05-22T16:41:13Z,en
Today Ennota Corona Positive Story video potirukan support pannunga friends 🤝,2021-05-22T16:31:23Z,other
Com bank online banking patri Oru video poadunga bro,2021-05-22T16:03:24Z,ta
Keep it up brooo ,2021-05-22T15:56:14Z,other
New Background with pc & Video resolution also good.,2021-05-22T15:54:05Z,en
"Hi bro,
Very very useful information.
Eppidi oru video ekkaaka rompa days wait panniddu erunthan bro...
Thank you so much..
Keep it up bro ",2021-05-22T15:50:41Z,ta
Alibaba online shopping app சம்மந்தமாகவும் ஒரு பொருளை எவ்வாறு வாங்குவது பற்றி Video போடுங்க bro.... Pls.....,2021-05-22T15:47:59Z,ta
"Credit card epdi edukura bro plz bro tell me
EMI la epdi product vankuran plz",2021-05-22T15:33:12Z,ta
Online Bank Fund Transfer video ondu podunga bro,2021-05-22T15:28:53Z,ta
Hi bro iq options earning video podunga,2021-05-22T15:25:55Z,ta
"Video Pudichi Irrutha Like Share Pannuga 
Travel Tech Family..",2021-05-22T15:00:02Z,en
"NtB Frimi யை விடவா???
Unlimited Data என்று சொல்லும் அனைத்தும் ஏமாற்று வேலை

Mobitel postpaid & prepaid சுத்த Waste பயன்படுத்த வேண்டாம்",2021-05-22T14:47:42Z,ta
Hnb insurense danna apa kiyana widiyata eeda na,2024-12-16T11:22:46Z,si
මාස තුනකට ලක්ෂ 4 ක්  දැන්මොත්  කොහොමද පොළිය,2024-06-25T14:26:13Z,si
"5,000,000 ka ta aurudu 2 k fd ekak dammot mase poliya kiyda apita gnna puluwan",2024-05-15T16:05:09Z,si
bank eka watunoth salli walata mokada wenne,2024-05-08T08:33:33Z,si
Katahari waradila watuna pacakge ekak sathiyak withr nawaththl thiyl passe aye wada krn widihata hdnn brid,2024-05-04T05:42:29Z,si
Ayye,2024-05-04T05:41:48Z,si
account එක create කරද්දි දීපු number එක නෙවෙයිනෙ මං දැන් use කරන්නේ. ඉතින් code එක යන්නේ පරණ number එකට.ඒ sim එකවත් මං ළඟ නෑ. මොකද කරන්නේ ඒකට.,2025-05-02T11:00:31Z,si
Thankd,2025-04-05T07:27:01Z,en
Thanks,2025-04-04T06:42:34Z,en
Mekata register venna bank ekatama yanna oni naneda,2025-04-04T02:13:39Z,si
Ana mga pon akan ywanna ba dan essalla yuwa at dan kod  msg aka anna na ne  mama dnata enna lankawa nwai mata a gna podak kiyannako,2025-02-06T03:37:12Z,si
අයියා අපි සල්ලි යවපු රිසිට් එක වගේ එක බලන්නේ කොහොම ද..? ඒක මට යවන්න බැරි උනා ඒක ආයේත් ගන්නේ කොහොම ද,2025-01-14T06:29:39Z,si
Thanks  good ,2025-01-03T08:05:49Z,en
Mage acc den active neha kiyala wetenawane.mama inne rata kohomada hadaganne,2024-12-20T12:23:45Z,si
Fund transfer  වල pay to එකේ account name වලට දාන්න ඕන  account  වර්ගයේ නමද account එක අයිතිකරුගේ නමද,2024-12-05T14:30:34Z,si
Loku prshnyk thiynw,2024-12-03T14:35:40Z,other
18 සම්පූර්ණ වුනාට පස්සේ බැංකු පොත මගේ නමට හැදුවා ඒ සල්ලි ස්ථීර තැන්පත් දැම්මා අවුරුද්දක්..ඒ ඉතුරු සල්ලි පොතේ තියෙන්නේ එතකොට අයියේ මට කාඩ් එකකුත් දුන්නා දැන් ඒ කාඩ් ඩකෙන් මුදල් හුවමාරු කරගන්න සහා ඒ කාඩ්ඩක ගැන පොඩ්ඩක් කියන්න පුලුවන් ද දැනගන්න ....එතකොට ඒකට වැටෙන පොලිය එහෙම බලන්නේ කොහොමද   HNB බෑන්ක් ඇප් එකෙන්....,2024-11-19T03:37:40Z,si
Username eka amathaka unama mokada jaranne. Password eka mathakai,2024-11-13T07:54:53Z,si
Meke trancefication delete karanne kohomada,2024-09-22T04:20:28Z,si
Mage hnb ekata log venda bane,2024-07-19T04:11:08Z,si
how to get e statement,2024-06-14T23:11:02Z,en
අයියේ මගේ පාස්කෝඩ් එක  රිනියු කරන්න ඉල්ලුවා මම අලුත් පාස්කෝඩ් එකක් දුන්නට මැසේජ් එකක් එනවා encryption value expected කියලා එකක් එනවා එහෙම එන්නේ ඇයි අයියේ,2024-05-20T15:05:59Z,si
On line bank statement ekak ganna puluwanda?,2024-05-20T00:30:48Z,si
Ez cash topup karanna baa needa,2024-04-27T12:57:07Z,si
Email aka add karanne kohomada?,2024-03-29T12:49:09Z,si
වවගගනමම්ස්න්ංන්,2024-03-25T09:41:39Z,si
Best work brother,2024-03-24T02:56:08Z,en
Bank account number eke 15 digits thiyenw.. app eka 12 digits.. ethkot mk,2024-03-20T03:36:01Z,si
Thnx good,2024-03-14T17:46:24Z,other
Good thnx,2024-03-14T17:45:52Z,other
Wrong account number sending money how to refund,2024-03-06T15:25:13Z,en
Block unama vena phone ekakin haduvakida,2024-03-04T07:37:56Z,si
Aiye me app ekata dawasa gane kiyak hari kepenawada ape account eken,2024-02-24T19:06:00Z,si
Mata add karaganna bene,2024-02-24T13:39:24Z,si
වැඩිම  ගාණ කීයක් ද,2024-02-22T10:59:47Z,si
Ayye hnb visa debit card eka online payment karanna hadaganne kohomada ,2024-02-12T06:40:10Z,si
Thank you ,2024-02-03T08:45:18Z,en
Good,2024-02-02T03:22:04Z,en
mge app ekt rejester venn bane ,2024-01-10T03:16:18Z,si
,2023-12-06T17:08:58Z,
Mage account eka block kiyl watenawane,2023-12-05T00:16:35Z,si
Thankyou  i do it,2023-11-21T19:35:20Z,en
Very good ...,2023-11-20T22:35:27Z,en
Binance ekatath salli ganna puluwanda,2023-11-15T10:45:03Z,si
Debit card number kiyana ekata mokakkda denne,2023-11-05T12:18:04Z,si
ඇප් එක හාදාගන්න බැනෙ,2023-11-01T15:19:55Z,si
අයියෙ බ්‍රාන්ච් නේම් එකයි නමයි බලා ගන්නෙ කොමද,2023-10-30T10:32:24Z,si
"Account preference kiyala, View and transact option eka on wenne nh",2023-10-01T06:31:03Z,si
Fund transfer ekt yanna banemsg ekak enwne ynn bane,2023-09-28T14:19:42Z,si
අවුරුද්දකට කීයක් chage කරනවද  online banking වලට බැංකුවෙන්.,2023-09-11T15:44:07Z,si
Bank message phone ekata enne naththe ai?,2023-08-30T04:20:05Z,si
Mata eka karanna bane,2023-08-29T16:43:48Z,si
Pin cid eka illnaoo ayi ee,2023-08-29T03:53:11Z,si
Mata hdn bane,2023-08-28T13:53:31Z,si
,2023-08-17T18:54:54Z,
Pepals bank aken withdraw karanakota amathara 00 gahanna onay the??,2025-04-30T16:44:37Z,si
,2025-04-10T12:12:38Z,
HNB card eken salli ganna ynna onee HNB ATM ekakatama da? Nattam wena ATM walinuth puluwan da….danna kenek kiyannko,2025-04-04T03:31:11Z,si
,2025-03-31T06:31:42Z,
Sampath card එකකින් සල්ලි ගන්න හැටි කියන්නකො plz,2025-03-20T13:05:51Z,si
කාඩ් එක නැතුව සල්ලි ගන්න පුලුවන්ද් atm එකෙන්,2025-03-17T16:21:31Z,si
1000,2025-02-14T19:44:53Z,other
,2024-11-03T09:39:15Z,
thank you brother ,2024-10-27T04:00:18Z,en
ඇයි ඔය ඔක්කොම කරාට පස්සෙ අනවසර ගනදෙනුවකි කියලා වැටෙන්නෙ ,2024-10-21T03:41:18Z,si
Oliver Manors,2024-09-14T02:09:44Z,other
ඔයාට ගොඩක් ස්තූතියි.කියල දෙන දේ හොඳට තේරෙනවා.,2024-08-20T15:15:57Z,si
Sampatha  bank aken ganna wedeyha keyala danna.,2024-07-13T15:33:04Z,si
thank you,2024-07-07T22:28:52Z,en
අයියෙ විදේශ බැන්කුවක කෙනෙක්ට ලන්කාවෙ බැන්කුවලින් මුදන් transer කරන්න බෑද ... laxmi sunrice කියලා bank එක්කට සල්ලි transer කරන්න හැදුවා ඒත් ඒකෙ වැටෙනවනෙ එ ගිනුම් අන්ක සමග ගනුදෙනු කරන්න බැ කියලා 🤔,2024-06-22T15:26:12Z,si
"ඉතාමත් හොඳයි ,වටිනා දෙයක්.",2024-06-08T04:21:57Z,si
,2024-05-15T13:15:11Z,
Hnb  කාඩ් එකකින්  වෙනත් බැංකු Atm එකකින් සල්ලි ගන්න විදිහ කියලා දෙන්නකෝ,2024-03-28T06:10:43Z,si
"Thanks so much 
 hnb digital banking app ek use krn vidye video ekk dnnko",2024-03-20T17:38:31Z,other
අයියෙ  වෙන බැන්කු වලින් පුළුවන්ද     වෙන ගිනුමකට සල්ලි දාන්න,2024-03-06T17:04:11Z,si
Thank you for guiding us on how to withdraw from the ATM ,2024-02-02T14:00:16Z,en
කියලා දෙන විදිය හරියටම හරි බ්‍රෝ,2024-01-11T08:25:56Z,si
Ane sampath bank eke atm rken salli ganna video ekk one,2024-01-11T01:32:03Z,si
Debit card එකෙන් ඉන්ධනහලකට සහ සාප්පුවකට ගිහිං ගෙවීම් කරන විදිහ සම්බන්ධව video එකක් කරන්ඩකො මිත්‍රයා. ග්‍රාමිය ජනතාවට තාම මේ දේවල් ගැන අවබෝධය අඩුයි.,2024-01-06T11:16:19Z,si
Boc atm card ekk dl slli gn berid,2023-12-29T11:49:24Z,other
ග්‍රාමීය බැංකුව සල්ලි ගන්න විදිය,2023-11-24T06:55:45Z,si
Aiye NSB ATM card eke salli ganna widiha kiyala dennko,2023-11-23T06:32:35Z,si
Card eke pin number eka wenas karanna puluwan da,2023-11-22T18:39:47Z,si
Ayya credi card ekk online shopinng krna vidht hadaganna hti kiynna ko kohomd kiyala ikmnt,2023-11-21T09:46:49Z,si
ATM කාඩ් එක සල්ලි කැපෙන වද,2023-11-16T03:27:46Z,si
බැංකුවේ පොත ATM කාඩ් එක ආරබ කරන්නේ කොහොමද,2023-11-16T03:26:23Z,si
අයියේ බැංකු පොත ATM කාඩ් එකකට හරවන්නේ කොහොමද හරවන කොට පුරවන්න  තියෙන ෆෝම් මොනවද ඒගැන වීඩීයෝ එකක් ඕනේ ,2023-11-09T03:51:10Z,si
 thanks ,2023-11-06T05:57:14Z,en
"Math lagadi gaththa hnb card ekak, anik banks walata wada lesi",2023-11-05T20:38:11Z,si
Thank you so much brother ,2023-11-05T19:21:04Z,en
Main campus ka name bataiye sayad srinagar h aur kya main campus me ballb hai kya 5 years law please pata karke bata digiye i request you pls main campus me ballb hai ya nhi aur main campus ka name,2025-05-14T02:33:43Z,other
Kya hi kahu wow,2025-04-27T09:23:50Z,other
,2024-09-29T04:54:03Z,
Please make one of Birla campus also. Har jgh bs Chauras hi dikh rha birla ka kuch idea nai mil rha,2024-08-28T16:16:02Z,en
Bhai yaha padhai kaisa hota hai bhai koi bata do Plzz 🥹,2024-08-14T10:49:08Z,other
Eng me 69 aur GT me 54 hai total 123/450 hai koi b stream mil skta h kya bhai plz reply,2024-08-10T12:51:06Z,other
What is the eligibility criteria for bsc ag mainrae 324/600 aa rahe h pcb group obc kya ho jayega ???,2024-08-05T05:10:57Z,en
@EndlessDestiny bhaiya bcom course hey?,2024-07-30T21:36:27Z,si
Yaha pe direct addmission mil jayega 12th ki percentage main ba political science hons ke kiye? And meri 96% aayi ha to kya mujhe addmission mil jayega,2024-07-22T13:45:09Z,en
"Cuet ka exam dia hai 
Hnbgu dream University hai 
Kash ho jaye 🥺
Itep course ke liye",2024-07-21T06:49:42Z,en
मेरा marks GT me 108 or language hindi me 146 hai मुझे यहाँ एडमिशन मिलेगा क्या catehory obc hai,2024-07-09T06:50:27Z,en
Hamare up cm pujya Yogi Adityanath ji maharaj isi University se graduate hai,2024-06-03T04:14:34Z,other
"If you want hnbgu pyq check it out my uploaded shorts 
Thank you",2024-05-06T07:57:34Z,en
Sir 2024 BPED Exam ki written or physical exam Kaisa hota h I mean Bht jada tough?,2024-05-02T08:10:04Z,en
sirf reservation ke chode bhare pade h yaha,2023-11-27T02:25:02Z,en
Bhai muje chairas campus me hostel chahiye form mene fill krdia hai kab tk miljayega,2023-09-06T03:22:12Z,other
Bhaiya b.pharma ki course kaisi hai waha? placement hote hai?,2023-09-03T23:34:34Z,si
Bhai admission ke kitne din baad hostel mil jayega?,2023-08-26T18:45:11Z,other
sir Chauras campus aur Srinagar campus alag h ya ek hi h..jab registration Kiya tha tab maine Srinagar campus select Kiya tha but ab mail aaya chauras campus ka..,2023-08-22T06:34:09Z,other
Ye b Pharma Srinagar campus kya uttrakhand me hai,2023-08-21T07:32:40Z,other
Bro yha snowfall hoti h ky,2023-08-20T10:13:18Z,other
Bhai muje to mil gya ,2023-08-16T01:48:45Z,other
"349/600 pcb
Obc category  b pharma hi jaega???",2023-08-15T09:29:38Z,other
Sir 223/600and 366/800kya bsc maths mil payga gen,2023-08-15T08:10:47Z,other
Does this university give their explanation and teaching process in English or is it only Hindi?,2023-08-11T05:44:41Z,en
For more information you can watch this video. https://youtube.com/watch?v=gjPCzQaZOAQ&feature=sharea,2023-08-10T08:24:22Z,en
For more information you can watch this video. https://youtube.com/watch?v=gjPCzQaZOAQ&feature=sharea,2023-08-10T08:24:19Z,en
And bhai ab sare jgh ka date chla gya kya ??ab kahi cuet me central university me btech m addmission ni ho payega ??plzz help,2023-08-10T07:47:25Z,en
"Hii..plzz reply
Bhai is university ki placements kyesi hai???btech cse course k liye kyesa hai ye university ???
And bhai kya ab bhi is university k liye apply kr skte h???",2023-08-10T07:42:24Z,en
"Chemistry department of Srinagar is good????
I got selected in this university Srinagar campus",2023-08-09T19:19:05Z,en
280 ewa can get admission in btech,2023-08-01T10:26:56Z,en
,2023-07-31T17:02:49Z,
Bsc agriculture hai chauras me?,2023-07-31T16:19:54Z,other
Jab mene form registration kraya toh srinagar campus aa rha toh ye vhi campus hai ya dusra?,2023-07-29T11:40:41Z,other
Btech cse ka cutoff kitna hai college me,2023-07-28T08:29:33Z,en
Bhai registration kar raha hun to OTP send aa rahi,2023-07-25T10:43:33Z,other
Bhai hostel + mess charge kitna lagta hai per year ya month ka hisab sa ??,2023-07-21T23:15:41Z,other
Bhaiya cuet score 216/600 kya mera b.pharm me ho jayega??....HNGBU me plzz reply,2023-07-21T08:45:17Z,si
Can i get btech here? I've secured 98 in PCM general category,2023-07-17T12:48:12Z,en
"OBC 
FEMALE CANDIDATE 
CUET SCORE IN GENERAL TEST:- 138/250
COURSE:-BA(Social science & humanities) 
Can i get admission?",2023-07-17T02:52:31Z,en
"How is the placement h
There rn?
Any chances it'll be improved in next 3-4 years?",2023-07-15T10:51:33Z,en
Mera exam lga ha 2 july ko please ise college me me Lucknow se hu please koi yeh bta me yaha kaise pahuchu,2023-06-27T12:54:43Z,en
ismy bsc nursing hai??,2023-06-24T11:47:27Z,en
"Sir , b pharmacy me kitne score chahiye slection ke liye",2023-06-24T02:53:08Z,en
Bhaiya bsc maths ki cut off kitne rahte hai ?,2023-06-23T12:28:53Z,si
Hi  suno cuet ka cut off kitna hai for this collage please reply,2023-06-18T06:22:02Z,en
"B,tech cse ke liye kitna score chahiye cuet me please reply",2023-06-09T11:47:46Z,en
Bhai college ke pass part time job mil jata hai,2023-06-06T02:16:12Z,other
Bhaiya yaha hostel aur mess charge kitna lagta hai plzz bataiye,2023-06-03T04:41:48Z,si
Thankyou Universe I got selected for this college.........,2023-05-27T05:53:06Z,en
Ye to Swarag hai CUET Aspirants ke liye ,2023-03-28T11:25:56Z,en
Bhai btech cs ke liye shrinagar campus hai kya aur kitne percentile chahiye cuet me admission ke liye,2023-03-23T15:51:10Z,en
Bhai yaha se b. Pharma karna sahi rhega??,2023-03-10T12:29:25Z,other
Ma journalism mass communication is good or bad,2022-11-14T10:11:56Z,en
,2022-11-06T03:52:05Z,
Bhaiya HNBGU me semester results 2-3 months late aate hai is this true???,2022-10-27T19:25:21Z,si
"Hello
Mera selection hua h bsc core microbiology zoology and additional biochemistry me main campus Srinagar
 me 
Aap ye bta skte scope kya hai life sciences group ka
Yha oth",2022-10-14T05:57:48Z,en
Bhaiya ye political science k liye kysa hai... ,2022-10-13T11:25:00Z,si
"Bhaiya mera v BA me selection ho gya h mere kuch doubts h..

Kya Hostel sb ko milega

Ager mujhe Additional subject change Karana h to ho jaaega
Hostel ke Fees kya hogi...",2022-10-13T05:04:20Z,si
Mera bsc bio group m naam aaya hain aur mein assam se hoon. Kiya mujhe le lena chahiye? Dusre states ke students ke liye kaisa hain yeh University? Hostel milegi ya nhi?? Aur humein wahan pahuchne ke liye kaise jana padega??,2022-10-11T09:32:32Z,other
Bro mera selection hua h BTech lateral entry in cse to yhan se btech Krna sahi rhega ya nhi..?? Please suggest me honestly.,2022-10-09T11:40:36Z,en
Bhaiya Mera CUET ke through bsc math Hons me ho gya hai to university kasa hai because I am from Uttar Pradesh state board kya teacher only English me padte hai please reply me.,2022-10-08T13:15:08Z,si
Bro 130/600 any chance in btech cuet diya h,2022-10-01T03:16:00Z,en
Ky isme bba ya bcom hota hai bahi,2022-09-27T16:54:58Z,other
B Pharma ke liye kaise h ye University???,2022-09-24T12:38:04Z,other
"Bhai cuet me acche marks hai kya 
Btech CSE me admission Karna worth rahega  or graphic era me le Lu .
Kyuki mujhe baad me mtech Karna
Hai",2022-09-19T10:00:31Z,en
Bhaiya cuet ka exam diya tha for history hons,2022-09-10T06:38:10Z,si
Kya University m ab admission ho sakta h,2022-09-05T10:33:48Z,other
,2022-08-18T05:38:08Z,
,2022-08-09T05:44:19Z,
Tnx bro ,2025-03-15T17:49:24Z,other
Atm illaama boc edukiraa maari edukaalaam hnb laa,2024-08-12T07:23:13Z,ta
Thanks anna,2023-11-24T03:52:35Z,ta
Sampath bank deposit poodunka annna,2023-11-19T11:38:13Z,other
நன்றி தம்பி,2023-09-22T12:28:11Z,ta
தம்பி உங்கட உதவிக்கு நன்றி,2023-09-17T16:54:57Z,ta
HNB le CARDLESS facilities irukka ?,2023-09-12T04:00:00Z,ta
ATM & CDM ellam vera Vera ya erukum or same ah erukuma Atm la enna seiyanum cdm la enna seiyanum explain panuka,2023-07-30T11:37:47Z,ta
Thank you so much bro  useful video ,2023-07-10T19:36:02Z,en
Super broo,2023-07-10T05:04:26Z,en
Deposit Panra video um upload pannunga bro,2023-05-25T16:30:36Z,other
,2023-05-25T16:30:14Z,
Binance withdraw earnings podunga,2023-05-25T16:25:49Z,ta
,2023-05-25T16:12:23Z,
Thank u.....,2025-04-26T07:40:42Z,en
Tanks anna,2024-11-15T14:04:10Z,ta
நன்றி சகோ..... ,2024-09-20T12:24:18Z,ta
Anna HNB bank le irunthu sampath bank ku eppeti diposit panrethu,2024-07-19T17:52:09Z,ta
Nsb la cash edukirathu and deposit send panrathu video podunga bro,2023-12-27T11:22:20Z,ta
Thank you for the your video,2023-12-13T10:34:09Z,en
Yeppat hnb bank sleep nerppurathu,2023-07-09T13:13:36Z,ta
Deposit podama anuppa eladha,2023-07-09T04:05:27Z,other
Bro bank interest pathi oru video podunka,2023-06-29T04:18:00Z,ta
Anna trc20 usdt ya yappidi torn ku swap pannura trust wallet la,2023-06-20T14:15:42Z,ta
Anna trc20 usdt ya yappidi torn ku swap pannura trust wallet,2023-06-20T14:14:37Z,ta
Bro kash namba atm cardke deposit panna mudiuma?Andha madhi video podunga bro....,2023-06-19T23:43:50Z,ta
