Comment,Aspect,Date
Ane mm ahuwat kuruth mt mekt mukuth uththarayk dunne na . Ane ayye oywth kiynnko ..mt english S maths S .mm banking course ek krn gmn inne .mt banking trainees kenek widiht ynn baid ane ayye kiynnko 🥺,,2025-03-31T14:33:52Z
"Thank you aiyee.
ඉස්සරහට තවත් මේ වගෙ එව දාන්න",,2025-03-30T07:01:42Z
ජර්මන් ටෙක් එකට full time කට්ටිය ගන්නවද,,2025-03-25T11:57:10Z
upupup,,2025-03-24T14:45:03Z
Next video,,2024-11-09T16:15:25Z
Nice video,,2022-03-30T15:41:35Z
Xam 9am sai or mai 7:42 am mai yay dekhta hua ,,2025-05-21T02:13:04Z
H 6:32,,2025-04-25T04:35:03Z
Nepali koi Xa ,,2025-04-11T00:28:40Z
Result vale din vedio dekh rhi hu,,2025-03-27T04:51:14Z
Mujhe koi chinta nahi haiknyu ki me ak rat me padhkar pass ho sakta hun,,2025-03-13T07:22:50Z
V good,,2025-01-31T02:11:27Z
Lagta hai padhai bahut bakwas ho gye hai boring,,2025-01-17T05:06:16Z
2 min baad exam me entry hai etna dekh leta hu ,,2024-12-26T18:08:10Z
Wonderful......,,2024-12-22T02:52:45Z
Paper khatam hone ke baad dekh raha hoon,,2024-12-17T04:32:05Z
Paper likhate likhate video dekh raha hun,,2024-12-17T04:00:54Z
2pm paper hai,,2024-12-10T02:54:32Z
ye video dekhke Aisa laga jaiasa commercial banks ke barema barso se jnta hu,,2024-11-21T16:48:53Z
Kal exm hey aaj vdo dekh rahi hoon,,2024-11-19T16:23:55Z
Kal paper hai aaj dekh rha hu,,2024-11-07T03:08:57Z
Very nice keep it up,,2024-10-20T23:32:46Z
Aapje Samjhane ka Tarika Sahi nahi hai ,,2024-10-08T15:46:12Z
"Mast h bhut jyada
",,2024-09-23T15:47:49Z
5 bje video dekh k jata hu exams dene,,2024-09-18T00:30:39Z
143,,2024-06-27T15:38:50Z
Papar ke din subhah 5 baje dekh ri hu.....,,2024-06-10T23:56:27Z
Sir aap sbko kyu reply karte ho ,,2024-05-26T05:23:33Z
Tnx,,2024-04-22T14:30:26Z
Ek rat phele ye dekh ke pass honeka ghamnd hai,,2024-03-13T16:42:28Z
Very helpful video,,2024-03-12T03:34:40Z
Commerce,,2024-01-27T10:01:11Z
Thnk u 🥺,,2024-01-26T04:50:34Z
Awesome!!!,,2025-04-23T11:52:42Z
Like dropped,,2024-10-26T18:27:10Z
AUDIO SUCKS ASS DUDE !!!,,2024-08-25T14:44:19Z
ask jews,,2024-07-12T16:04:12Z
jews,,2024-03-03T16:25:55Z
I didn't get it,,2023-05-14T20:56:32Z
Good video title Joeri. ,,2023-03-22T07:32:19Z
"Dank voor de heldere uitleg. Btw, je lijkt op Elon Musk ",,2022-07-12T18:51:50Z
нле⁸,,2022-05-10T12:46:29Z
"ok you talked me into dropping a like, you owe us a new video like you promised !!!",,2022-03-04T04:04:48Z
суперпраграма ,,2022-02-27T09:03:37Z
More videos!!!,,2022-01-19T08:29:19Z
Great video.,,2022-01-08T15:03:07Z
You look like Elon Musks elder brother,,2021-12-24T12:09:17Z
🤔🤔,,2024-12-23T11:01:48Z
